feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,feat_8,feat_9,feat_10,feat_11,feat_12,feat_13,feat_14,feat_15,feat_16,feat_17,feat_18,feat_19,feat_20,feat_21,feat_22,feat_23,feat_24,feat_25,feat_26,feat_27,feat_28,feat_29,feat_30,feat_31,feat_32,feat_33,feat_34,feat_35,feat_36,feat_37,feat_38,feat_39,feat_40,feat_41,feat_42,feat_43,feat_44,feat_45,feat_46,feat_47,feat_48,feat_49,feat_50,feat_51,feat_52,feat_53,feat_54,feat_55,feat_56,feat_57,feat_58,feat_59,feat_60,feat_61,feat_62,feat_63,feat_64,feat_65,feat_66,feat_67,feat_68,feat_69,feat_70,feat_71,feat_72,feat_73,feat_74,feat_75,feat_76,feat_77,feat_78,feat_79,feat_80,feat_81,feat_82,feat_83,feat_84,feat_85,feat_86,feat_87,feat_88,feat_89,feat_90,feat_91,feat_92,feat_93,feat_94,feat_95,feat_96,feat_97,feat_98,feat_99,feat_100
-1.8147631,1.115026,0.39028844,-0.70564437,-0.8334336,-0.5305643,-0.6586712,-0.068689145,-0.5856679,0.92796415,-1.7657982,-0.6382776,-0.9023576,0.6795106,-2.015296,0.7201546,-0.19705027,-0.8510363,-1.5589497,-1.8575919,0.3713298,-2.2464814,-0.2904841,-0.40968645,-0.80384153,-0.80097675,-0.88591385,-0.01632292,-0.44449458,0.54671514,-1.8144085,-0.12794475,1.0294118,1.3402876,-0.5234469,-1.6590769,-1.5125557,-1.0259166,0.014335223,-1.2770864,-1.0556409,-0.20249687,-1.5886306,0.5559673,0.02814539,-1.3950387,-2.4004958,-1.1949841,-1.4350415,1.9966805,2.8252447,-1.0346563,-1.036652,-0.39230418,-1.1511744,-1.0193007,-1.5003755,-0.98520166,-1.5656791,-0.1899495,-1.3300934,-0.8461123,-1.3389686,-1.7132382,-0.9284604,-1.6765049,-1.1644515,-1.166693,2.0347576,-1.1966019,-1.1420245,-1.4541574,-0.028806597,-1.1992826,-1.0038971,-0.12068565,-1.0859802,-1.0003445,1.0976627,-0.6414039,-0.5319058,-1.2749966,-0.37891456,0.39583486,1.2574522,-0.66460437,-0.4042649,-1.1306792,0.756486,-1.28581,-0.27589846,0.5638528,-0.6248129,-0.14695606,0.26081842,-0.7312752,-1.8254683,-2.2504258,-1.1576523,0.1776029
-2.020283,0.96228987,2.924489,-2.36765,-1.714854,0.59931374,0.6629537,1.2890491,-0.081764676,4.0868726,-1.3596367,-2.652516,-0.9455306,1.604442,-2.6981297,2.5281441,-1.4189233,-1.8625244,-4.316635,-2.4263928,1.5437764,-3.4443233,-0.48483163,-2.4894257,-1.6364045,-1.6639407,-1.9091082,-2.028227,0.7849549,2.3157725,-2.0247142,1.0055711,4.850592,2.9467418,-0.2536275,-3.4948888,-1.5001783,-1.893841,0.23194493,-1.335394,-2.2659132,1.3345805,-3.0875301,1.5860163,1.2577579,-3.074212,-4.124596,-1.4096786,0.72044694,3.969885,7.1189146,-2.9776201,-3.9913154,-3.1661568,-2.7161672,-2.1875343,-3.2802932,-0.43369287,-3.808791,3.1524098,-1.3975003,-0.25837484,-0.77671754,-3.9581647,0.5377391,-4.8392706,-1.9795946,-0.470696,1.9975358,-3.4498851,0.07965346,-2.9536865,1.6946535,-0.000878634,-3.0580337,-0.3728245,-1.7045844,2.447013,1.6179242,-1.2268462,-1.0597739,-0.5742446,-0.40777594,-0.37020704,4.2486706,0.48431078,-0.7581485,-0.9638048,0.7538976,-3.314744,-2.8191922,-1.0642741,0.030444084,-0.4311285,-0.37380585,-2.8942256,-2.0342543,-3.8016584,-2.1109226,0.8522711
-1.8710259,0.88586265,1.9621841,-1.7524672,-1.1686714,0.26036006,0.16594613,0.90936875,-0.3324018,2.9570518,-1.2181189,-1.7990472,-0.7395008,1.0462416,-2.0335562,1.784762,-1.1119336,-1.4721514,-3.312832,-1.8270792,0.8853353,-2.8669682,-0.6242377,-1.774414,-1.3266141,-1.1749403,-1.2999753,-1.7285935,0.45745245,1.9276836,-1.7397907,0.31357127,3.641586,2.398595,-0.48042563,-2.7401505,-1.4271967,-1.6282358,-0.20525579,-1.27294,-2.0455983,0.6208843,-2.698801,1.507506,0.86813015,-2.168088,-3.5631502,-1.1467186,0.033238664,3.4706001,5.550545,-2.3430772,-3.1488936,-2.0372396,-2.0573854,-1.5921165,-2.770886,-0.7337398,-3.0022,1.821005,-1.2151481,-0.48748228,-0.51285946,-3.1530423,-0.060902294,-3.8764365,-1.6950105,-1.0635246,1.9528596,-2.2148187,-0.18316935,-2.2391734,0.9998028,-0.4174813,-2.4561536,-0.68628424,-1.2621331,0.7097577,1.2513745,-0.9550027,-0.8203274,-0.44550192,-0.2280516,-0.32154363,3.2674766,0.03173811,-0.14737506,-0.85653245,0.545089,-2.5705419,-2.2480748,-0.5028221,-0.29073334,-0.56705546,-0.2841019,-2.0362616,-1.6199261,-3.0044034,-1.5353314,0.5676278
-3.6297758,3.0976388,-1.0368207,-2.5402517,-1.8212154,-1.374563,-3.2250216,-2.4103067,-3.2050116,-1.0697827,-4.4699,-1.2903932,-3.0507455,2.0116065,-3.5912757,2.9424107,1.3129748,-2.8848994,-2.387016,-3.2585375,-0.61509794,-4.3385262,-1.7656807,2.175396,-1.8733497,-2.974636,-1.521108,1.5644655,-3.3515117,-1.9767222,-4.559456,0.5583195,-1.6668208,2.9936018,-1.6594588,-2.2884145,-3.676225,-1.9837236,1.971703,-2.97989,-2.5379755,-2.594796,-2.894012,2.7428088,-1.7410016,-3.981898,-2.2347987,-4.5947967,-3.98419,2.57129,3.4688845,-1.4232092,0.49048123,0.10785138,-2.872394,-2.3605766,-1.1431485,-0.92762166,-3.0059068,-3.073551,-3.617698,-3.7824018,-3.181981,-3.593273,-3.3561833,-0.6848586,-3.1674168,-0.8310071,3.9647613,-2.1192944,-3.8046014,-4.597254,-2.6831806,-5.5182924,-1.3015755,0.5078735,-3.256413,-1.470608,3.7268333,-2.2517784,0.40300113,-5.148788,-2.586695,3.0004199,-1.718494,-1.6145763,-2.5990038,-3.17304,2.243592,-1.2994112,2.111312,3.217501,-1.6726327,1.0220288,3.1751885,-1.5752261,-3.21624,-3.52608,-2.9946177,1.5199565
-3.2885392,2.5845935,-0.38700408,-2.721622,-2.263775,-0.47149515,-3.3217905,-2.2986097,-3.1913238,-1.0799731,-3.7581816,-1.2767248,-2.8216624,2.0448563,-3.0991526,2.4402854,1.2691002,-2.7921922,-2.3910122,-2.4155672,-0.7076977,-4.266964,-0.77257967,1.8550706,-2.0334814,-2.3762872,-1.971313,1.4463439,-2.4840124,-1.0816991,-4.011316,1.6532949,-1.1978797,3.0684485,-0.80269384,-2.217518,-2.8818347,-2.0715606,1.244601,-1.7341025,-2.138127,-1.4579897,-2.9561014,2.1759262,-1.4508706,-3.8411133,-1.3470079,-3.4605298,-3.248105,2.3551273,3.6650631,-1.9550502,0.027694516,-1.0214542,-2.8801785,-1.4890912,-0.63117194,-0.10447594,-3.1840842,-1.4649198,-2.4828825,-3.5109317,-2.5911236,-3.6332235,-2.639749,-0.13865797,-3.0708685,0.10308382,3.4196792,-2.7129297,-3.3096292,-4.3522825,-2.1116145,-4.546951,-1.9572841,0.085804805,-1.9870771,-0.12416207,2.8563416,-2.0303602,1.2188083,-4.0114703,-2.4445193,3.1555653,-1.0909724,-0.19925609,-1.850087,-3.1371536,2.0718215,-0.8474459,1.7747641,2.4561253,-1.5510023,1.5420932,2.565001,-1.854269,-2.871366,-4.1790514,-2.8175647,1.2616862
-1.7468255,1.7737103,0.11499098,-1.3529994,-1.112138,-0.47663936,-1.8090799,-0.9445995,-1.4802485,-0.39759088,-2.359992,-0.42125282,-1.9095074,1.2057112,-2.00208,1.1743573,0.5959718,-1.4345692,-1.3360934,-1.8945341,-0.46511894,-2.2658408,-0.5061314,0.7775109,-0.9857659,-1.577878,-0.7279098,0.8134869,-1.4546106,-0.3973231,-2.7718995,0.39089507,-0.37454873,1.4605519,-0.38294312,-1.1640221,-1.4848665,-1.0754611,0.86756295,-1.389713,-0.9144705,-0.9882869,-1.8646744,1.4344388,-1.0367247,-2.1788197,-1.4205217,-2.3219466,-2.1457844,1.4964238,2.222777,-0.74912125,-0.22110417,0.11750468,-1.6389585,-0.8029115,-0.6018235,-0.5557657,-1.8335173,-1.2688485,-1.6526228,-1.850164,-1.8594086,-1.7441206,-1.6936113,-0.567468,-1.8711277,-0.67576784,2.6026084,-1.1995872,-1.8318639,-2.296635,-1.2001388,-2.6684034,-0.6492587,-0.13739581,-1.4045535,-1.0370407,2.0347476,-1.1438441,-0.23389362,-2.5325482,-0.92035973,1.2270566,-0.45336276,-0.4457993,-0.9014561,-1.8515108,1.3911581,-1.103457,0.5612764,1.458535,-0.86833817,0.26087195,1.4069036,-0.8618855,-1.8392031,-2.372576,-1.6252,0.5312588
-2.9676313,2.326056,-0.90616226,-1.4191874,-0.63601166,-1.8156708,-1.7120013,-1.1896547,-1.0805315,-0.16615157,-3.214842,-0.7247669,-1.875898,1.3174877,-3.6535182,2.0246694,0.39636964,-1.7654582,-1.3758154,-3.5403845,0.49673378,-2.9848623,-1.2419345,0.32604298,-0.80538327,-1.7582767,-1.1334994,0.63613653,-2.1753914,-1.148278,-2.8476655,-1.2800611,-0.20394664,2.172271,-1.1290486,-2.1179411,-3.438207,-1.9681243,0.55945414,-2.54434,-1.2470515,-1.7202122,-0.9172674,1.2366862,-1.0172901,-2.7207274,-3.1013258,-2.9067492,-2.9796154,2.4371285,3.281886,-0.9667503,-0.16756351,0.45968625,-2.0916371,-2.4373858,-1.6468368,-2.0597818,-1.55812,-1.4879996,-3.0033908,-2.070142,-2.5349834,-2.7057483,-2.3473957,-1.8013389,-1.7945629,-1.7116805,3.010181,-1.8738161,-2.0311127,-2.5662248,-1.296573,-2.603056,-0.9166117,1.5382932,-2.832783,-2.3609133,1.932521,-1.6226568,-0.6189421,-3.3055074,-1.4105625,1.7640634,-0.1822595,-2.527234,-1.7168843,-1.7053438,1.941668,-1.8817599,1.7830387,2.2422364,-0.5649735,0.18179104,1.9413995,-1.0030453,-3.0877986,-2.7258184,-1.979183,0.61908793
-4.286022,2.7092898,3.5692012,-4.9735827,-4.412212,1.4331428,1.0207735,0.32201797,-0.81391484,3.0824616,-3.2096412,-3.314182,-3.0780277,3.8644338,-4.8791857,3.4202178,0.3010998,-2.0904415,-6.738482,-3.5445795,1.2750012,-5.439218,0.08050308,-1.190308,-3.8684793,-3.6436012,-3.883249,0.23050551,-0.3331831,1.1515105,-5.4068713,5.1037846,2.9139917,3.4556084,-0.2826114,-6.0442863,-2.5617783,-4.075955,2.5782435,-1.1482109,-3.3697789,0.9515107,-5.578479,2.4739642,0.4810524,-5.9340143,-3.582476,-2.501472,0.2762409,3.5833414,7.141431,-4.7117114,-3.63735,-5.758523,-4.3952155,-2.3763614,-2.9571068,2.9345481,-5.578979,2.8851602,-1.660849,-2.034993,-3.7233458,-7.4656053,0.87759155,-3.898144,-3.7009428,2.5728881,3.810179,-7.1218033,-1.9429761,-5.212777,0.28491092,-1.8315911,-4.690171,-0.331814,-1.5276674,4.5868874,3.17223,-3.419513,-1.1900669,-3.9685721,-1.3505131,0.5485538,3.6334856,2.156658,-3.7459812,-4.5067067,3.0960631,-2.8943703,-0.08487669,-0.47752,-2.0803213,0.47664458,1.214549,-4.81403,-4.0098095,-6.0125494,-5.1247344,1.3243669
-3.1207788,1.2756763,0.9519618,-1.8647468,-0.728522,-2.3943563,-0.41295874,0.32434553,-0.639965,2.1084185,-1.7963028,-2.6327665,-1.5792242,0.7097609,-3.5856404,1.5758286,-1.159254,-2.1494153,-2.9867442,-4.2610946,1.8079841,-4.311587,-2.2420375,-2.7512298,-1.345319,-1.3291416,-1.7940098,-1.1266998,-1.6363007,1.2391883,-2.5416195,-1.6848909,2.866099,2.6644545,-3.5685258,-2.6806567,-4.2640495,-3.5641975,-1.100024,-3.7734687,-3.3124464,0.938084,-2.1088195,0.6170378,0.4134808,-4.0397553,-6.1714826,-3.0946426,-1.8546149,2.7960348,6.2963367,-3.1758099,-2.0469987,-1.7860348,-1.1534563,-2.1645439,-4.672378,-2.091918,-2.4308984,-2.2334495,-3.7916822,-0.07606328,-0.8114249,-3.09864,-1.8532443,-4.565551,-0.77214485,-2.8094087,1.9894544,-2.6872952,-1.387701,-1.0443758,0.70688456,-1.8065213,-1.936611,0.521507,-3.6533113,-1.0302539,1.8420014,-1.7436979,-1.3122509,-2.4700065,-0.32171085,1.4213494,1.7677033,-4.0603123,-2.0218067,-1.4604975,2.1274908,-4.069866,1.4149846,0.53261757,-1.4421494,-0.113509215,0.46316376,-1.3316517,-4.3946543,-2.3462787,-4.0518427,0.6005044
-2.5268776,0.9170286,1.2411479,-1.559258,-0.781941,-1.8889416,-0.10586972,0.4995772,-0.38865858,2.4086776,-1.4754225,-2.5385416,-1.3096136,0.58976346,-2.712189,1.3554517,-1.2678492,-1.9202965,-2.8875964,-3.3950615,1.5976402,-3.8239484,-1.6717786,-2.6142168,-1.4480405,-1.1767869,-1.5797263,-1.4172922,-1.1772753,1.7387133,-2.1451583,-1.1929828,3.1520388,2.3569987,-2.8231113,-2.4349144,-3.3759875,-2.9483027,-1.1590428,-3.1687481,-3.1769211,1.2752835,-2.1582382,0.66826,0.77343696,-3.4865777,-5.559191,-2.3717906,-1.1540627,2.8728895,5.8789387,-2.9826374,-2.0957713,-1.9165866,-0.99976397,-1.7113309,-4.3745637,-1.6272053,-2.4066975,-1.4831702,-3.0197845,0.06362348,-0.50466204,-2.782452,-1.3583977,-4.3069315,-0.7023882,-2.5207367,1.8216462,-2.208194,-1.0508341,-0.91049075,0.9995443,-1.2275171,-1.7686186,0.13427393,-2.8711083,-0.8085827,1.749535,-1.2455395,-1.314375,-1.7369912,-0.082043074,0.80218345,2.0277324,-3.0716147,-1.426468,-1.2342471,1.5894822,-3.8583932,0.42845392,0.25471616,-1.3210323,-0.34713346,0.019574063,-1.2557852,-3.5965557,-2.1622245,-3.395691,0.63874424
-1.7597351,1.6149726,0.8709583,-1.5059862,-0.99860746,0.060809992,-0.71981573,-0.13810885,-1.0725528,1.2873762,-2.2548249,-0.6720511,-1.1322011,1.2630516,-2.2364929,0.9891611,0.21216752,-0.80868435,-1.9090091,-1.5830377,0.14733309,-2.2043781,-0.47821915,-0.18974695,-0.9362902,-1.3652533,-1.2205982,0.1285898,-0.16058275,0.57147455,-2.5321348,0.748487,1.3076444,1.4983819,-0.019803137,-1.6022815,-0.9837994,-1.124188,0.62842226,-1.0123674,-1.1119442,-0.36227328,-2.2469587,1.0233618,-0.13579315,-1.6500008,-2.0419695,-1.4925326,-1.2649461,2.010699,3.3165119,-1.3283103,-1.5659301,-0.42525387,-1.5873685,-0.8747964,-0.9822446,-0.87033623,-2.2923548,0.6931173,-1.1530627,-1.0628191,-1.6995816,-2.35786,-1.033737,-1.6537056,-1.439757,-0.74014294,2.6070447,-1.8884876,-1.1016011,-2.1743608,-0.038398087,-1.4070702,-1.2331355,-0.34535122,-1.1203334,-0.06980727,1.5515782,-0.6689711,-0.5595726,-1.6167109,-0.6886723,0.273047,1.4389805,-0.09394163,-0.5269359,-1.3430673,0.64479387,-1.0898424,-0.4805767,0.53443915,-0.40162703,-0.22741489,0.5683621,-1.2240515,-1.7674828,-2.512345,-1.3871225,0.30356383
-2.703923,1.1364998,0.9635411,-1.4833477,-0.77613795,-2.0060134,-0.35451174,0.25313592,-0.47946104,2.1100392,-1.6106763,-2.2224448,-1.2201416,0.723256,-2.9987955,1.3438044,-1.101667,-1.7670105,-2.6404078,-3.4865327,1.6558152,-3.7254596,-1.6166534,-2.375344,-1.3259835,-1.167624,-1.6847744,-1.2373207,-1.194491,1.3596982,-2.1252298,-1.3391669,2.7025917,2.3773363,-2.6450691,-2.4764395,-3.4039373,-2.8745644,-1.0214785,-3.10421,-2.950535,0.80792713,-1.8715436,0.54815924,0.37028158,-3.4080276,-5.278811,-2.3541217,-1.4171618,2.7498627,5.6223116,-2.6557577,-1.8241361,-1.51245,-1.2293973,-1.9354777,-4.118694,-1.792978,-2.3240125,-1.5323522,-3.001761,-0.117728196,-0.8758739,-2.669232,-1.4847622,-3.941094,-0.8025045,-2.5687125,1.8730161,-2.1961246,-1.1375011,-1.1122559,0.7288612,-1.2488801,-1.7816802,0.3889541,-2.933657,-1.1437495,1.7058645,-1.3651271,-1.2192149,-1.9901131,-0.26724392,0.8940375,1.8599471,-3.0723124,-1.5406157,-1.2619474,1.7255697,-3.4683409,0.7121071,0.5060351,-1.1623667,-0.3184798,0.27478358,-1.242177,-3.6674953,-2.3335998,-3.2549577,0.6231358
-3.4535477,2.9213464,-1.5490804,-2.217362,-1.0784035,-1.6407657,-2.9127934,-2.285449,-2.3837774,-0.7640432,-4.242768,-1.177613,-2.8236985,1.9788783,-3.6886234,2.9880261,1.1699159,-2.6713455,-1.7802744,-3.3772676,-0.09800025,-3.6419742,-1.65157,1.5763732,-1.2025219,-2.632341,-1.2728138,1.246703,-3.1044505,-2.0381541,-3.8199568,-0.5274828,-1.4592934,2.9171934,-1.0842093,-2.078679,-3.7421603,-1.7767634,1.279194,-2.778708,-1.9269542,-2.6613035,-1.785495,2.5609703,-1.7336338,-3.6927454,-2.3504956,-4.140801,-3.7348933,2.5744908,3.0473611,-1.0179163,0.68346053,0.66452783,-2.621369,-2.7410252,-1.0949365,-1.3327966,-2.0855398,-2.2819362,-3.8320088,-3.5273285,-3.2272289,-3.4891405,-3.0388353,-0.82130015,-2.9045398,-0.9792799,3.856091,-1.8748277,-3.2203617,-3.9566636,-2.4742367,-4.48475,-1.0158061,1.3729972,-3.241637,-1.9780748,3.0415957,-2.1941302,0.10635315,-4.6519547,-2.3958678,2.840898,-1.3260894,-2.1300638,-2.3780832,-2.6977026,2.3008611,-1.4756293,1.998547,3.3549263,-0.95640147,0.77714527,3.2311044,-1.2992578,-3.1338563,-3.1712725,-2.3950825,1.4943331
-1.9983302,0.7130813,1.9104311,-1.3472624,-1.0650842,-0.3418098,0.20884559,0.5210403,-0.27187645,2.668064,-0.886887,-1.728551,-0.26384714,0.87281555,-2.1295753,1.5053617,-1.138893,-1.0407317,-2.5282326,-2.2982504,1.6097008,-2.9018915,-0.75085545,-2.3941154,-1.0054693,-0.9121518,-1.4812142,-2.006076,0.41003236,1.9092566,-1.3944213,-0.03848563,3.1219995,2.2061617,-0.9817459,-2.315537,-1.5241052,-1.3619453,-0.6271659,-1.2908686,-1.8493378,0.87120134,-1.6436442,0.6100687,0.64519346,-2.3013358,-3.6162179,-1.0902435,0.18938838,3.069151,5.0498095,-2.299628,-2.3400233,-2.0057008,-1.732368,-1.7399844,-2.6405487,-0.9336833,-2.4332693,1.2397583,-1.6728792,0.13180743,-0.46820834,-2.4016685,0.06434233,-3.5207944,-1.2528869,-0.8634251,1.2460856,-1.9319214,-0.1998323,-1.9557055,1.2801121,0.1198093,-2.0131452,0.32084882,-1.5803158,0.70193577,1.3180872,-0.8426293,-0.84692836,-0.35764682,-0.45038995,0.19942524,2.7300282,-0.6526554,-0.8216968,-0.7649178,1.1826344,-2.663894,-1.34906,-0.5966185,-0.36943248,-0.26800388,-0.42229444,-1.4734149,-2.2133374,-2.8037117,-1.8402841,0.53930855
-1.9826589,0.7218334,2.0203507,-1.362567,-1.0696576,-0.40329224,0.2241736,0.7489299,-0.20324391,2.96131,-1.0061263,-1.8983765,-0.4184331,0.7830203,-2.0278435,1.6508449,-1.3091329,-1.2586515,-2.6390953,-2.2984722,1.3835036,-2.8118408,-0.74714637,-2.395924,-1.216514,-0.94515896,-1.4252217,-2.0693474,0.26229098,2.0816114,-1.3576525,-0.16133256,3.5780199,2.3253076,-1.0138196,-2.5956616,-1.6860427,-1.5409877,-0.61891925,-1.4615841,-2.040427,0.88218445,-2.014758,0.8593048,0.7746266,-2.3311827,-3.9325807,-1.1053488,0.12816346,3.3266668,5.4659643,-2.24323,-2.5635886,-1.8524504,-1.7263407,-1.659194,-2.8488417,-0.98764515,-2.7239223,1.2816476,-1.7488064,0.08781037,-0.4456664,-2.5960207,-0.09593427,-3.9665105,-1.3992728,-1.1918548,1.4643817,-1.9250344,-0.17420356,-1.7868401,1.2318141,0.007301209,-2.1084123,-0.036332052,-1.6874027,0.37987852,1.353848,-0.81023955,-0.9586519,-0.5456492,-0.37595287,0.10708411,2.9310374,-0.6601102,-0.7129831,-0.6284325,0.9193832,-2.867656,-1.7433101,-0.5008301,-0.28189647,-0.66308403,-0.4612626,-1.6237047,-2.0286002,-2.7072365,-1.9198458,0.5895418
-1.8811946,1.8952936,0.18860352,-1.4986227,-1.18047,-0.48226655,-1.8492893,-0.9754236,-1.6243958,-0.3955407,-2.4410975,-0.44836384,-1.952402,1.167832,-2.1328769,1.1839112,0.5517252,-1.4204975,-1.2954166,-1.8593559,-0.49094936,-2.3855512,-0.5687301,0.8220291,-1.0885781,-1.5597153,-0.7889461,0.8410926,-1.3299267,-0.5770731,-2.8432338,0.488744,-0.29861197,1.4745744,-0.44413772,-1.2039524,-1.5912713,-1.2223852,0.91896933,-1.3874,-0.88205725,-1.1651273,-1.9822587,1.3214167,-0.95504075,-2.1715696,-1.553731,-2.3643544,-2.2713308,1.5497856,2.3780472,-0.834572,-0.3691404,0.015182859,-1.6745913,-0.9148836,-0.45756075,-0.6227537,-2.0553162,-1.1821274,-1.5791194,-1.9505945,-2.060384,-1.7963693,-1.7183858,-0.6913669,-1.8700205,-0.6883854,2.5268273,-1.3009137,-1.9296156,-2.5363429,-1.225258,-2.8263516,-0.70919555,-0.08116639,-1.4583981,-1.009219,1.9113824,-1.0630159,-0.2110641,-2.5783722,-1.092969,1.1938314,-0.3711062,-0.32286185,-0.93668014,-1.8181418,1.4349704,-1.1640897,0.76387423,1.4941062,-0.83115447,0.4187036,1.3863943,-0.98808247,-1.8780618,-2.5195856,-1.6356965,0.47517622
-2.5437691,0.8863105,1.3062389,-1.3856663,-0.85940415,-1.800351,-0.07477904,0.5017161,-0.30707958,2.3746395,-1.415532,-2.2962058,-1.1581122,0.63926774,-2.6887898,1.2267119,-1.2498049,-1.6819686,-2.6979475,-3.3113234,1.6042196,-3.6412208,-1.4562504,-2.4974535,-1.351232,-1.0536625,-1.6934078,-1.5026935,-0.8908042,1.6795073,-1.9479578,-1.139491,3.0751579,2.339431,-2.5506155,-2.5131953,-3.11287,-2.736966,-1.1393205,-2.9225144,-2.9581344,1.0479997,-2.1051757,0.62267953,0.59878457,-3.2832322,-5.2381167,-2.04876,-1.1249373,2.796807,5.7814097,-2.7193875,-2.0365007,-1.7313784,-1.1425078,-1.8058413,-4.147007,-1.6471002,-2.3807957,-1.2115434,-2.793465,0.041360147,-0.6766218,-2.6182022,-1.1686007,-4.064308,-0.7679202,-2.4887135,1.7571973,-2.1194866,-0.9928683,-1.038797,0.95482475,-0.9749431,-1.8702704,0.08980121,-2.6798587,-0.8521879,1.6181327,-1.2248769,-1.1707015,-1.6740923,-0.20972258,0.6295714,2.164545,-2.7096922,-1.3553932,-1.195632,1.5513098,-3.5529068,0.22065532,0.15293697,-1.0616868,-0.39356503,0.05930634,-1.3237746,-3.4374027,-2.3127813,-3.1840165,0.5406523
-1.8125496,1.637358,0.11839999,-1.0350657,-0.75233155,-0.652879,-1.2518038,-0.65472925,-0.807178,0.15110265,-2.2382438,-0.46996173,-1.3054222,1.0349749,-2.4249249,1.0913929,0.22948723,-1.1229576,-1.1397882,-2.1329062,0.056769155,-2.0726292,-0.42634168,0.20404965,-0.60147417,-1.1164142,-0.80357,0.57539123,-1.1232996,-0.2987233,-2.225375,-0.31841576,0.1705375,1.3795009,-0.36166924,-1.4527293,-1.7361392,-1.0194439,0.46273097,-1.3417431,-0.7216589,-0.7505855,-1.199864,0.8486077,-0.5270667,-1.6649667,-1.9576226,-1.9314318,-1.9699347,1.92202,2.4434988,-0.7389862,-0.42717564,0.14603442,-1.5501406,-1.3280866,-1.0264493,-1.0341618,-1.5760256,-0.67343456,-1.5882773,-1.3769,-1.8468773,-1.9553671,-1.4035887,-1.2059608,-1.478377,-0.9650421,2.264525,-1.259286,-1.3455513,-1.9077492,-0.6728775,-1.8099359,-0.6747594,0.33969048,-1.4165701,-1.2763083,1.4366734,-0.8570333,-0.47862646,-1.9431283,-0.71796155,0.9377427,0.3603927,-0.94010454,-0.79146975,-1.3759885,1.2902169,-1.1723119,0.315137,1.2979996,-0.4890069,0.19163069,1.0186208,-0.68834084,-2.0152245,-2.3623064,-1.1453838,0.3345893
-2.510622,1.0434949,2.1160915,-1.5041487,-1.0607343,-0.90294003,0.41925862,0.8400017,-0.6906544,2.9540544,-1.3356682,-2.0212367,-0.8523546,0.6774102,-2.229422,1.6880903,-1.5572871,-1.6209131,-3.1965637,-2.6735203,1.0139993,-3.3665268,-1.0545981,-2.2363262,-1.8870696,-1.1753504,-1.2635403,-2.3027234,-0.11184308,2.212711,-1.7345611,-0.38354596,3.881797,2.479162,-1.5247475,-2.9342241,-2.141253,-1.9044433,-0.87975967,-2.3481548,-2.4441292,0.66025084,-2.5972686,1.1038619,0.7983631,-2.3608518,-4.6377406,-1.5209891,-0.54710984,3.4033372,6.068752,-2.2835765,-3.0333962,-1.8543569,-1.988736,-1.9236588,-3.6605797,-1.1945219,-3.0956366,0.52522594,-1.9401549,-0.2823216,-0.71283084,-2.939044,-0.28640157,-4.416499,-1.6613401,-2.2037117,1.9617443,-2.3433058,-0.1749412,-1.6104748,0.9076947,-0.30052382,-2.509213,-0.5526003,-2.1681037,-0.38473287,1.5104629,-1.1032541,-1.298726,-1.0268974,-0.18570149,-0.015180229,3.232864,-0.77613264,-0.4509593,-0.9085473,0.8721548,-3.587586,-1.6625329,-0.576184,-0.6435356,-0.75346136,-0.15114199,-1.7123827,-2.446743,-3.104624,-2.4464996,0.75864315
-2.4619095,2.07565,-0.2985821,-1.2206187,-0.6853972,-1.225176,-1.334477,-0.5985411,-0.9521999,0.006663457,-2.5729518,-0.4871353,-1.672971,1.0894338,-3.0850818,1.2697425,0.120622404,-1.2198832,-1.4982527,-2.8497245,0.09288613,-2.7255228,-1.0086763,0.4115939,-0.8601619,-1.282471,-0.83219,0.6770528,-1.4480329,-0.7311017,-2.609446,-0.70615035,0.21763234,1.6594852,-1.0479016,-2.0035148,-2.71008,-1.7006409,0.5505756,-2.1334677,-0.7725008,-1.2191933,-1.3049517,0.83617675,-0.6391222,-1.8424463,-2.820757,-2.4465196,-2.8962424,2.2119493,3.0787685,-0.8740201,-0.6681072,0.23845349,-1.7962017,-1.8298242,-1.3890691,-1.8489971,-1.7853118,-1.2967174,-2.1482816,-1.8008446,-2.1785843,-2.255146,-1.7235802,-1.7662374,-1.5694743,-1.7730168,2.612764,-1.6523393,-1.7337053,-2.3705072,-0.9825929,-2.238467,-0.9057492,0.4931839,-2.0924613,-1.8680336,1.6670034,-1.2663407,-0.6431784,-2.6008039,-0.9179626,1.1742388,0.39774048,-1.5756228,-1.1662214,-1.580963,1.4058912,-1.7561069,0.99901897,1.514807,-0.5911842,0.25497213,1.3901268,-0.9012101,-2.6479907,-2.6649907,-1.5464141,0.27663314
